Year,Month,Fieldwork,,Published,,Polling,Publisher,Con,,Lab,,LD,,Con lead,,,,UKIP,Green,BNP,,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,UKIP good,UKIP bad,UKIP net,Grn good,Grn bad,Grn net,Question,Con Best PM,Lab Best PM,LD Best PM,UKIP Best PM,,Govt good,Govt bad,Govt net,Question,Con,Lab,LD,UKIP,,,,
,Jul,13-14,13/7/11,17,,ComRes,IoS/SM,36.0,-1.0,40.0,3.0,10.0,-1.0,-4.0,-4.0,Internet,,,,,,,33.0,45.0,-12.0,27.0,41.0,-14.0,22.0,53.0,-31.0,,,,,,,... is turning out to be a good ...,,,,,,,,,,,,,,,,,
,Jul,14-15,14/7/11,17,,YouGov,ST,36.0,0.0,42.0,-1.0,11.0,2.0,-6.0,1.0,Internet,,,,,,,41.0,53.0,-12.0,32.0,53.0,-21.0,24.0,66.0,-42.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,15-17,15/7/11,19,,ICM,Gu,37.0,0.0,36.0,-3.0,16.0,4.0,1.0,3.0,Phone,,,,,,,43.0,48.0,-5.0,31.0,47.0,-16.0,33.0,54.0,-21.0,,,,,,,From what you have seen or heard do you think ... Is doing a good job or a bad job?,,,,,,36.0,50.0,-14.0,From what you have seen or heard do you think ... Is doing a good job or a bad job?,,,,,,,,
,Jul,15-17,15/7/11,19,,Populus,TT,34.0,-5.0,39.0,-1.0,11.0,2.0,-5.0,-4.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,15-?,15/7/11,,,Opinium,,34.0,-1.0,40.0,4.0,10.0,1.0,-6.0,-5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,16-18,16/7/11,20,,MORI,Reuters,32.0,-5.0,39.0,0.0,11.0,0.0,-7.0,-5.0,Phone,Certain to vote,,,,,,38.0,53.0,-15.0,37.0,44.0,-7.0,31.0,56.0,-25.0,,,,,,,Are you satisfied or dissatisified with the way X is doing his job as… (DPM),,,,,,29.0,63.0,-34.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,,
,Jul,17-18,17/7/11,,,YouGov,Sun,37.0,1.0,42.0,0.0,9.0,-2.0,-5.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,18-19,18/7/11,,,YouGov,Sun,36.0,-1.0,43.0,1.0,8.0,-1.0,-7.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,57.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,19-20,19/7/11,,,YouGov,Sun,35.0,-1.0,43.0,0.0,11.0,3.0,-8.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,34,25,6,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,19-20,19/7/11,,,Angus RS,,34.0,,41.0,,10.0,,-7.0,,Internet,,,,,,,41.0,51.0,-10.0,35.0,45.0,-10.0,29.0,60.0,-31.0,,,,,,,Do you approve or disapprove of X's performance as Y...,,,,,,,,,,,,,,,,,
,Jul,20-21,20/7/11,,,YouGov,Sun,36.0,1.0,44.0,1.0,9.0,-2.0,-8.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,57.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,21-22,21/7/11,24,,YouGov,ST,35.0,-1.0,43.0,-1.0,10.0,1.0,-8.0,0.0,Internet,,,,,,,39.0,55.0,-16.0,35.0,50.0,-15.0,24.0,66.0,-42.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,28.0,57.0,-29.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,22-24,22/7/11,26,,ComRes,Ind,34.0,-2.0,40.0,0.0,13.0,2.0,-6.0,-2.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,24-25,24/7/11,,,YouGov,Sun,37.0,2.0,41.0,-2.0,10.0,0.0,-4.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,55.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,25-26,25/7/11,,,YouGov,Sun,35.0,-2.0,44.0,3.0,9.0,-1.0,-9.0,-5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,57.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,26-27,26/7/11,,,YouGov,Sun,36.0,1.0,43.0,-1.0,8.0,-1.0,-7.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,55.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,27-28,27/7/11,,,YouGov,Sun,36.0,0.0,42.0,-1.0,11.0,3.0,-6.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,28-29,28/7/11,31,,YouGov,ST,35.0,-1.0,44.0,2.0,10.0,-1.0,-9.0,-3.0,Internet,,,,,,,41.0,52.0,-11.0,34.0,51.0,-17.0,24.0,66.0,-42.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Jul,28-1,28/7/11,,,TNS BMRB,,35.0,-4.0,41.0,0.0,10.0,2.0,-6.0,-4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,29-?,29/7/11,,,Opinium,,36.0,2.0,38.0,-2.0,9.0,-1.0,-2.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,31-1,31/7/11,,,YouGov,Sun,35.0,0.0,42.0,-2.0,11.0,1.0,-7.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,55.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,1-2,1/8/11,,,YouGov,Sun,36.0,1.0,45.0,3.0,8.0,-3.0,-9.0,-2.0,Internet,,,,,,,39.0,48.0,-9.0,30.0,49.0,-19.0,24.0,59.0,-35.0,,,,,,,Do you think the following are doing well or doing badly in their current jobs?,,,,,,30.0,56.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,2-3,2/8/11,,,YouGov,Sun,35.0,-1.0,43.0,-2.0,10.0,2.0,-8.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,35,25,6,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,3-4,3/8/11,,,YouGov,Sun,36.0,1.0,42.0,-1.0,10.0,0.0,-6.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,56.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,4-5,4/8/11,7,,YouGov,ST,35.0,-1.0,44.0,2.0,9.0,-1.0,-9.0,-3.0,Internet,,,,,,,40.0,54.0,-14.0,32.0,54.0,-22.0,20.0,70.0,-50.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,29.0,57.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,7-8,7/8/11,,,YouGov,Sun,36.0,1.0,44.0,0.0,9.0,0.0,-8.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,8-9,8/8/11,,,YouGov,Sun,36.0,0.0,43.0,-1.0,9.0,0.0,-7.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,9-10,9/8/11,,,YouGov,Sun,36.0,0.0,43.0,0.0,9.0,0.0,-7.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,57.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,9-11,9/8/11,12,,Opinium,,34.0,-2.0,38.0,0.0,9.0,0.0,-4.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,10-11,10/8/11,,,YouGov,Sun,35.0,-1.0,43.0,0.0,9.0,0.0,-8.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,57.0,-29.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,11-12,11/8/11,14,,YouGov,ST,36.0,1.0,43.0,0.0,9.0,0.0,-7.0,1.0,Internet,,,,,,,41.0,53.0,-12.0,34.0,52.0,-18.0,24.0,66.0,-42.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,12-?,12/8/11,,,Opinium,,37.0,3.0,36.0,-2.0,9.0,0.0,1.0,5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,14-15,14/8/11,,,YouGov,Sun,35.0,-1.0,43.0,0.0,9.0,0.0,-8.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,57.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,15-16,15/8/11,,,YouGov,Sun,36.0,1.0,42.0,-1.0,10.0,1.0,-6.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,57.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,16-17,16/8/11,,,YouGov,Sun,35.0,-1.0,44.0,2.0,9.0,-1.0,-9.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,34,24,5,,,28.0,57.0,-29.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,16-19,16/8/11,20,,Opinium,,37.0,0.0,38.0,2.0,9.0,0.0,-1.0,-2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,17-18,17/8/11,,,YouGov,Sun,36.0,1.0,44.0,0.0,9.0,0.0,-8.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,57.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,17-18,17/8/11,21,,ComRes,IoS/SM,38.0,2.0,40.0,0.0,11.0,1.0,-2.0,2.0,Internet,,,,,,,34.0,48.0,-14.0,24.0,44.0,-20.0,22.0,55.0,-33.0,,,,,,,... is turning out to be a good ...,,,,,,,,,,,,,,,,,
,Aug,18-19,18/8/11,21,,YouGov,ST,36.0,0.0,40.0,-4.0,11.0,2.0,-4.0,4.0,Internet,,,,,,,42.0,53.0,-11.0,33.0,54.0,-21.0,22.0,69.0,-47.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,19-21,19/8/11,23/24,,ICM,Gu,37.0,0.0,36.0,0.0,17.0,1.0,1.0,0.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,19-24,26/9/11,25-Sep,,Lord Ashcroft,,37.0,,37.0,,11.0,,0.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,20-22,20/8/11,25,,MORI,Reuters,34.0,2.0,40.0,1.0,15.0,4.0,-6.0,1.0,Phone,Certain to vote,,,,,,39.0,51.0,-12.0,36.0,43.0,-7.0,31.0,56.0,-25.0,,,,,,,Are you satisfied or dissatisified with the way X is doing his job as… (DPM),,,,,,30.0,59.0,-29.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,,
,Aug,21-22,21/8/11,,,YouGov,Sun,35.0,-1.0,44.0,4.0,9.0,-2.0,-9.0,-5.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,22-23,22/8/11,,,YouGov,Sun,37.0,2.0,44.0,0.0,9.0,0.0,-7.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,23-24,23/8/11,,,YouGov,Sun,36.0,-1.0,43.0,-1.0,9.0,0.0,-7.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,24-25,24/8/11,,,YouGov,Sun,37.0,1.0,42.0,-1.0,9.0,0.0,-5.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,25-26,25/8/11,28,,YouGov,ST,38.0,1.0,41.0,-1.0,9.0,0.0,-3.0,2.0,Internet,,,,,,,42.0,52.0,-10.0,31.0,54.0,-23.0,23.0,68.0,-45.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,30.0,54.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,25-29,25/8/11,,,TNS BMRB,,36.0,1.0,38.0,-3.0,12.0,2.0,-2.0,4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,26-?,26/8/12,,,Opinium,,36.0,-1.0,36.0,-2.0,9.0,0.0,0.0,1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,29-30,29/8/11,,,YouGov,Sun,39.0,1.0,40.0,-1.0,10.0,1.0,-1.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,56.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,30-31,30/8/11,,,YouGov,Sun,37.0,-2.0,42.0,2.0,10.0,0.0,-5.0,-4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,36,21,6,,,29.0,55.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Aug,31-1,31/8/11,,,YouGov,Sun,36.0,-1.0,42.0,0.0,10.0,0.0,-6.0,-1.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,57.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,1-2,1/8/11,4,,YouGov,ST,38.0,2.0,39.0,-3.0,10.0,0.0,-1.0,5.0,Internet,,5.0,,,,,42.0,51.0,-9.0,30.0,54.0,-24.0,24.0,66.0,-42.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,31.0,53.0,-22.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,2-4,2/9/11,6,,ComRes,Ind,37.0,3.0,38.0,-2.0,11.0,-2.0,-1.0,5.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,1-2,1/9/11,7,,Angus RS,,33.0,-1.0,39.0,-2.0,11.0,1.0,-6.0,1.0,Internet,,,,,,,41.0,51.0,-10.0,32.0,46.0,-14.0,26.0,62.0,-36.0,,,,,,,Do you approve or disapprove of X's performance as Y...,,,,,,,,,,,,,,,,,
,Sep,2-5,2/9/11,7,,Opinium,,36.0,0.0,37.0,1.0,9.0,0.0,-1.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,4-5,4/9/11,,,YouGov,Sun,37.0,-1.0,43.0,4.0,9.0,-1.0,-6.0,-5.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,5-6,5/9/11,,,YouGov,Sun,38.0,1.0,40.0,-3.0,9.0,0.0,-2.0,4.0,Internet,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,6-7,6/9/11,,,YouGov,Sun,36.0,-2.0,42.0,2.0,9.0,0.0,-6.0,-4.0,Internet,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,7-8,7/9/11,,,YouGov,Sun,36.0,0.0,42.0,0.0,10.0,1.0,-6.0,0.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,56.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,8-9,8/9/11,11,,YouGov,ST,38.0,2.0,41.0,-1.0,9.0,-1.0,-3.0,3.0,Internet,,5.0,,,,,42.0,52.0,-10.0,29.0,55.0,-26.0,22.0,67.0,-45.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,9-11,9/9/11,14,,Populus,TT,34.0,0.0,38.0,-1.0,12.0,1.0,-4.0,1.0,Phone,,,,,,,45.4,,,39.3,,,38.3,,,,,,,,,Rate on 0-100 scale,,,,,,,,,,,,,,,,,
,Sep,10-12,10/9/11,15,,MORI,Reuters,35.0,1.0,37.0,-3.0,13.0,-2.0,-2.0,4.0,Phone,Certain to vote,,,,,,39.0,52.0,-13.0,31.0,47.0,-16.0,31.0,59.0,-28.0,,,,,,,Are you satisfied or dissatisified with the way X is doing his job as… (DPM),,,,,,32.0,59.0,-27.0,Are you satisfied or dissatisfied with the way the Govt is running the country?,,,,,,,,
,Sep,11-12,11/9/11,,,YouGov,Sun,37.0,-1.0,41.0,0.0,10.0,1.0,-4.0,-1.0,Internet,,4.0,,,,,,,,,,,30.0,59.0,-29.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,12-13,12/9/11,,,YouGov,Sun,35.0,-2.0,43.0,2.0,10.0,0.0,-8.0,-4.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,13-14,13/9/11,,,YouGov,Sun,37.0,2.0,41.0,-2.0,10.0,0.0,-4.0,4.0,Internet,,6.0,,,,,,,,,,,,,,,,,,,,,36,22,5,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,13-15,13/9/11,16,,Opinium,,33.0,-3.0,36.0,-1.0,9.0,0.0,-3.0,-2.0,Internet,,,,,,,37.0,43.0,-6.0,21.0,40.0,-19.0,19.0,29.0,-10.0,,,,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,35.0,49.0,-14.0,Approve or disapprove of the govt's overall performance,,,,,,,,
,Sep,14-15,14/9/11,18,,ComRes,IoS/SM,38.0,0.0,38.0,-2.0,11.0,0.0,0.0,2.0,Internet,,,,,,,33.0,46.0,-13.0,20.0,44.0,-24.0,20.0,53.0,-33.0,,,,,,,... is turning out to be a good ...,,,,,,,,,,,,,,,,,
,Sep,14-15,14/9/11,,,YouGov,Sun,38.0,1.0,41.0,0.0,9.0,-1.0,-3.0,1.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,15-16,15/9/11,18,,YouGov,ST,36.0,-2.0,42.0,1.0,9.0,0.0,-6.0,-3.0,Internet,,5.0,,,,,43.0,51.0,-8.0,28.0,55.0,-27.0,24.0,66.0,-42.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,18-19,18/9/11,,,YouGov,Sun,36.0,0.0,42.0,0.0,10.0,1.0,-6.0,0.0,Internet,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,57.0,-28.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,19-20,19/9/11,,,YouGov,Sun,36.0,0.0,41.0,-1.0,10.0,0.0,-5.0,1.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,54.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,20-21,20/9/11,,,YouGov,Sun,35.0,-1.0,41.0,0.0,9.0,-1.0,-6.0,-1.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,55.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,20-21,20/9/11,24,,ICM,Gu,37.0,0.0,38.0,2.0,14.0,-3.0,-1.0,-2.0,Phone,,,,,,,49.0,45.0,4.0,34.0,48.0,-14.0,39.0,47.0,-8.0,,,,,,,From what you have seen or heard do you think ... Is doing a good job or a bad job?,,,,,,39.0,51.0,-12.0,From what you have seen or heard do you think ... Is doing a good job or a bad job?,,,,,,,,
,Sep,21-22,21/9/11,,,YouGov,Sun,36.0,1.0,42.0,1.0,10.0,1.0,-6.0,0.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,22-23,22/9/11,25,,YouGov,ST,36.0,0.0,42.0,0.0,11.0,1.0,-6.0,0.0,Internet,,4.0,,,,,43.0,51.0,-8.0,26.0,59.0,-33.0,25.0,65.0,-40.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,22-23,22/9/11,25,,BPIX,MoS,37.0,,40.0,,10.0,,-3.0,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,22-26,22/9/11,,,TNS BMRB,,33.0,-3.0,38.0,0.0,11.0,-1.0,-5.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,23-25,23/9/11,27,,ComRes,Ind,37.0,0.0,36.0,-2.0,12.0,1.0,1.0,2.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,25-26,25/9/11,,,YouGov,Sun,39.0,3.0,41.0,-1.0,8.0,-3.0,-2.0,4.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,26-27,26/9/11,,,YouGov,Sun,37.0,-2.0,43.0,2.0,8.0,0.0,-6.0,-4.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,27-28,27/9/11,,,YouGov,Sun,37.0,0.0,43.0,0.0,9.0,1.0,-6.0,0.0,Internet,,5.0,,,,,,,,33.0,50.0,-17.0,,,,,,,,,,Do you think X is doing well or badly as… (LD leader),35,21,5,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,27-30,27/9/11,4,,Opinium,,33.0,0.0,40.0,4.0,9.0,0.0,-7.0,-4.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,28-29,28/9/11,,,YouGov,Sun,38.0,1.0,41.0,-2.0,9.0,0.0,-3.0,3.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Sep,29-30,29/9/11,,,YouGov,ST,36.0,-2.0,42.0,1.0,10.0,1.0,-6.0,-3.0,Internet,,4.0,,,,,43.0,51.0,-8.0,28.0,60.0,-32.0,25.0,66.0,-41.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,30.0,56.0,-26.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,2-3,2/10/11,,,YouGov,Sun,37.0,1.0,42.0,0.0,9.0,-1.0,-5.0,1.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,3-4,3/10/11,,,YouGov,Sun,38.0,1.0,42.0,0.0,9.0,0.0,-4.0,1.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,4-5,4/10/11,,,YouGov,Sun,37.0,-1.0,41.0,-1.0,9.0,0.0,-4.0,0.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,5-6,5/10/11,,,YouGov,Sun,37.0,0.0,41.0,0.0,10.0,1.0,-4.0,0.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,54.0,-23.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,6-7,6/10/11,9,,YouGov,ST,38.0,1.0,42.0,1.0,9.0,-1.0,-4.0,0.0,Internet,,5.0,,,,,42.0,52.0,-10.0,27.0,60.0,-33.0,24.0,68.0,-44.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,7-10,7/10/11,12,,Opinium,,36.0,3.0,37.0,-3.0,8.0,-1.0,-1.0,6.0,Internet,,,,,,,38.0,43.0,-5.0,22.0,42.0,-20.0,19.0,54.0,-35.0,,,,,,,To what extent do you approve or disapprove of the way ... is handling his job as ...,,,,,,,,,,,,,,,,,
,Oct,9-10,9/10/11,,,YouGov,Sun,36.0,-2.0,40.0,-2.0,11.0,2.0,-4.0,0.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,55.0,-24.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,10-11,10/10/11,,,YouGov,Sun,37.0,1.0,41.0,1.0,8.0,-3.0,-4.0,0.0,Internet,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,57.0,-29.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,11-12,11/10/11,,,YouGov,Sun,36.0,-1.0,42.0,1.0,9.0,1.0,-6.0,-2.0,Internet,,6.0,,,,,,,,,,,,,,,,,,,,,36,21,5,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,12-13,12/10/11,,,YouGov,Sun,37.0,1.0,42.0,0.0,9.0,0.0,-5.0,1.0,Internet,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,56.0,-27.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
,Oct,12-13,12/10/11,16,,ComRes,IoS/SM,37.0,-1.0,39.0,1.0,10.0,-1.0,-2.0,-2.0,Internet,,,,,,,34.0,47.0,-13.0,22.0,50.0,-28.0,24.0,55.0,-31.0,,,,,,,... is turning out to be a good ...,,,,,,,,,,,,,,,,,
,Oct,13-14,13/10/11,16,,YouGov,ST,39.0,2.0,42.0,0.0,8.0,-1.0,-3.0,2.0,Internet,,5.0,,,,,43.0,51.0,-8.0,28.0,59.0,-31.0,22.0,68.0,-46.0,,,,,,,Do you think X is doing well or badly as… (LD leader),,,,,,30.0,55.0,-25.0,Do you approve or disapprove of the Government's record to date?,,,,,,,,
