Year,Month,Fieldwork,,Published,Polling,Publisher,Con,,M,F,Net,Lab,,M,F,Net,LD,,M,F,Net,Con lead,,,,,Media:,BPC mbr 5,2.1  5,2.2  5,Change  5/10,Stat sig  5,Penalty -5 each,Score,Leader:,Con good,Con bad,Con net,Lab good,Lab bad,Lab net,LD good,LD bad,LD net,Question,,MORI LD,YouGov LD,ICM LD,Populus LD,ComRes LD
,Sep,28-29,28/9/09,29,YouGov,Sky,40.0,1.0,39,42,-3,29.0,0.0,29,29,0,18.0,-2.0,20,15,5,11.0,1.0,Internet,"Daily YouGov series: smaller sample, different selection technique",,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,29-30,29/9/09,30,YouGov,Sky,37.0,-3.0,36,39,-3,30.0,1.0,29,30,-1,21.0,3.0,22,20,2,7.0,-4.0,Internet,"Daily YouGov series: smaller sample, different selection technique",,,,,,,,,,,,,,32.0,64.0,-32.0,,,,Do you think (name) is doing well or badly as (position)?,,,,,,
,Sep,29-1,29/9/09,4,YouGov,People,40.0,1.0,38,42,-4,28.0,2.0,28,27,1,18.0,-2.0,17,19,-2,12.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,30-1,30/9/09,1,YouGov,Sky,40.0,3.0,39,40,-1,26.0,-4.0,27,25,2,20.0,-1.0,19,20,-1,14.0,7.0,Internet,"Daily YouGov series: smaller sample, different selection technique",,,,,,,,,,,,,,31.0,65.0,-34.0,,,,Do you think (name) is doing well or badly as (position)?,,,,,,
,Sep,30-1,30/9/09,4,ComRes,IoS,40.0,2.0,41,38,3,28.0,5.0,27,30,-3,19.0,-4.0,18,20,-2,12.0,-3.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,1-2,1/10/09,2,YouGov,Sky,41.0,1.0,38,44,-6,29.0,3.0,31,28,3,17.0,-3.0,17,17,0,12.0,-2.0,Internet,"Daily YouGov series: smaller sample, different selection technique",,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,2,2/10/10,,Opinium,,42.0,2.0,,,,29.0,3.0,,,,16.0,-2.0,,,,13.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,4-5,4/10/09,5,YouGov,Sky,40.0,-1.0,39,41,-2,27.0,-2.0,26,29,-3,20.0,3.0,22,18,4,13.0,1.0,Internet,"Daily YouGov series: smaller sample, different selection technique",,,,,,,,,,,54.0,34.0,20.0,28.0,66.0,-38.0,48.0,27.0,21.0,Do you think (name) is doing well or badly as (position)?,,,,,,
,Oct,5-6,5/10/09,6,YouGov,Sky,41.0,1.0,39,43,-4,28.0,1.0,28,29,-1,18.0,-2.0,17,18,-1,13.0,0.0,Internet,"Daily YouGov series: smaller sample, different selection technique",,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,6-7,6/10/09,7,YouGov,Sky,43.0,2.0,38,48,-10,29.0,1.0,33,26,7,17.0,-1.0,17,16,1,14.0,1.0,Internet,"Daily YouGov series: smaller sample, different selection technique",,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,7-8,7/10/09,8,YouGov,Sky,40.0,-3.0,39,42,-3,31.0,2.0,31,30,1,18.0,1.0,17,19,-2,9.0,-5.0,Internet,"Daily YouGov series: smaller sample, different selection technique",,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,7-8,7/10/09,11,ICM,NOTW,45.0,5.0,,,,26.0,0.0,,,,18.0,-5.0,,,,19.0,5.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,8-9,8/10/09,9,YouGov,Sky,44.0,4.0,44,44,0,27.0,-4.0,27,28,-1,17.0,-1.0,16,17,-1,17.0,8.0,Internet,"Daily YouGov series: smaller sample, different selection technique",,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,8-9,8/10/09,10,BPIX,DM,42.0,2.0,,,,28.0,3.0,,,,20.0,-2.0,,,,14.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,8-9,8/10/09,10,YouGov,Sun,42.0,2.0,40,45,-5,28.0,0.0,30,26,4,18.0,1.0,18,18,0,14.0,2.0,Internet,,,,,,,,,,,,52.0,18.0,34.0,21.0,60.0,-39.0,29.0,17.0,12.0,Do you think (name) is doing well or badly as (position)? Neither well nor badly is an option,,,,,,
,Oct,9,9/10/10,,Opinium,,40.0,-2.0,,,,30.0,1.0,,,,15.0,-1.0,,,,10.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,8-9,8/10/09,11,BPIX,MoS,43.0,1.0,,,,29.0,1.0,,,,16.0,-4.0,,,,14.0,0.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,9-11,9/10/09,13,Populus,TT,40.0,-1.0,,,,30.0,3.0,,,,18.0,0.0,,,,10.0,-4.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,14-15,14/10/09,18,ComRes,IoS,40.0,0.0,45,36,9,28.0,0.0,28,29,-1,19.0,0.0,15,25,-10,12.0,0.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,15-16,15/10/09,18,YouGov,ST,41.0,-1.0,38,44,-6,30.0,2.0,32,29,3,17.0,-2.0,17,16,1,11.0,-3.0,Internet,,,,,,,,,,,,58.0,31.0,27.0,28.0,67.0,-39.0,44.0,31.0,13.0,Do you think (name) is doing well or badly as (position)?,,,,,,
,Oct,15-16,15/10/09,20,Angus RS,PB,40.0,,41,40,1,23.0,,24,22,2,20.0,,21,21,0,17.0,,Internet,,,,,,,,,,,,48.0,39.0,9.0,26.0,65.0,-39.0,40.0,28.0,12.0,Do you approve or disapprove of X's performance as Y?,,,,,,
,Oct,16,16/10/10,,Opinium,,41.0,1.0,,,,30.0,0.0,,,,15.0,0.0,,,,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,16-18,16/10/09,20,MORI,,43.0,7.0,44,42,2,26.0,2.0,28,25,3,19.0,-6.0,16,22,-6,17.0,5.0,Phone,Certain to vote,,,,,,,,,,,49.0,34.0,15.0,32.0,62.0,-30.0,44.0,27.0,17.0,Are you satisfied or dissatisfied with the way X is doing his job as Y?,,,,,,
,Oct,16-18,16/10/09,21,ICM,GU,44.0,-1.0,,,,27.0,1.0,,,,18.0,0.0,,,,17.0,-2.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,22-23,22/10/09,24,YouGov,DT,40.0,-1.0,38,43,-5,27.0,-3.0,29,25,4,19.0,2.0,19,19,0,13.0,2.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,23,23/10/10,,Opinium,,40.0,-1.0,,,,29.0,-1.0,,,,15.0,0.0,,,,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,23-25,23/10/09,27,ComRes,Ind,40.0,0.0,41,39,2,27.0,-1.0,24,32,-8,18.0,-1.0,20,15,5,13.0,1.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,27-29,27/10/09,,YouGov,DT,41.0,1.0,39,43,-4,28.0,1.0,28,28,0,16.0,-2.0,18,15,3,13.0,0.0,Internet,,,,,,,,,,,,53.0,28.0,25.0,21.0,70.0,-49.0,,,,Do you think (name) is or is not proving a good leader of X / Are you satisfied or dissatisfied with Z as PM?,,,,,,
,Oct,28-29,28/10/09,1,ICM,STel,42.0,-2.0,,,,25.0,-2.0,,,,21.0,3.0,,,,17.0,0.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oct,30,30/10/10,,Opinium,,41.0,1.0,,,,30.0,1.0,,,,15.0,0.0,,,,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,5-6,5/11/09,6,YouGov,C4,41.0,0.0,38,45,-7,27.0,-1.0,28,25,3,17.0,1.0,15,18,-3,14.0,1.0,Internet,YouGov phased in new methodology over Sep/Oct. Conference trackers were on new system,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,4-6,4/11/09,6,Angus RS,PB,38.0,-2.0,37,39,-2,24.0,1.0,25,23,2,20.0,0.0,20,20,0,14.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,6,6/11/10,,Opinium,,40.0,-1.0,,,,29.0,-1.0,,,,14.0,-1.0,,,,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,6-8,6/11/09,10,Populus,TT,39.0,-1.0,,,,29.0,-1.0,,,,18.0,0.0,,,,10.0,0.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,11-12,11/11/09,15,ComRes,Ind,39.0,-1.0,41,38,3,25.0,-2.0,22,27,-5,17.0,-1.0,19,16,3,14.0,1.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,12-13,12/11/09,15,YouGov,ST,41.0,0.0,39,43,-4,27.0,0.0,27,27,0,18.0,1.0,19,17,2,14.0,0.0,Internet,,,,,,,,,,,,57.0,33.0,24.0,28.0,67.0,-39.0,42.0,30.0,12.0,Do you think (name) is doing well or badly as (position)?,,,,,,
,Nov,13,13/11/10,,Opinium,,39.0,-1.0,,,,29.0,0.0,,,,16.0,2.0,,,,10.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,13-15,13/11/09,17,ICM,GU,42.0,0.0,,,,29.0,4.0,,,,19.0,-2.0,,,0,13.0,-4.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,13-15,13/11/09,22,MORI,OB,37.0,-6.0,35,40,-5,31.0,5.0,31,31,0,17.0,-2.0,18,17,1,6.0,-11.0,Phone,Certain to vote,,,,,,,,,,,48.0,35.0,13.0,34.0,59.0,-25.0,41.0,26.0,15.0,Are you satisfied or dissatisfied with the way X is doing his job as Y?,,,,,,
,Nov,20,20/11/10,,Opinium,,38.0,-1.0,,,,30.0,1.0,,,,12.0,-4.0,,,,8.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,20-23,20/11/09,23,Angus RS,PB,39.0,1.0,37,42,-5,22.0,-2.0,23,20,3,21.0,1.0,21,21,0,17.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,24-26,24/11/09,29,YouGov,DT,39.0,-2.0,37,41,-4,29.0,2.0,30,29,1,19.0,1.0,20,18,2,10.0,-4.0,Internet,,,,,,,,,,,,48.0,31.0,17.0,22.0,67.0,-45.0,,,,Do you think (name) is or is not proving a good leader of X / Are you satisfied or dissatisfied with Z as PM?,,,,,,
,Nov,27,27/11/10,,Opinium,,39.0,1.0,,,,32.0,2.0,,,,17.0,5.0,,,,7.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nov,27-29,27/11/09,1,ComRes,Ind,37.0,-2.0,36,37,-1,27.0,2.0,30,25,5,20.0,3.0,15,24,-9,10.0,-4.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,2-3,2/12/09,6,ICM,STel,40.0,-2.0,,,,29.0,0.0,,,,19.0,0.0,,,,11.0,-2.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,3-4,3/12/09,6,YouGov,ST,40.0,1.0,40,40,0,27.0,-2.0,27,27,0,18.0,-1.0,18,18,0,13.0,3.0,Internet,,,,,,,,,,,,52.0,37.0,15.0,28.0,66.0,-38.0,44.0,29.0,15.0,Do you think (name) is doing well or badly as (position)?,,,,,,
,Dec,4,4/12/10,,Opinium,,37.0,-2.0,,,,30.0,-2.0,,,,12.0,-5.0,,,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,4-6,4/12/09,8,Populus,TT,38.0,-1.0,,,,30.0,1.0,,,,20.0,2.0,,,,8.0,-2.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,8-10,8/12/09,10,Angus RS,PB,40.0,1.0,40,39,1,23.0,1.0,22,23,-1,19.0,-2.0,18,20,-2,17.0,0.0,Internet,,,,,,,,,,,,43.0,42.0,1.0,28.0,63.0,-35.0,38.0,29.0,9.0,Do you approve or disapprove of X's performance as Y?,,,,,,
,Dec,9-10,9/12/09,13,ComRes,IoS,41.0,4.0,42,41,1,24.0,-3.0,23,26,-3,21.0,1.0,20,22,-2,17.0,7.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,10-11,10/12/09,13,YouGov,ST,40.0,0.0,39,42,-3,31.0,4.0,30,31,-1,16.0,-2.0,16,15,1,9.0,-4.0,Internet,,,,,,,,,,,,52.0,38.0,14.0,26.0,68.0,-42.0,45.0,30.0,15.0,Do you think (name) is doing well or badly as (position)?,,,,,,
,Dec,10-11,10/12/09,13,BPIX,MoS,41.0,-2.0,,,,30.0,1.0,,,,17.0,1.0,,,,11.0,-3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,11-13,11/12/09,15,ICM,GU,40.0,0.0,,,,31.0,2.0,,,,18.0,-1.0,,,,9.0,-2.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,11-13,11/12/09,20,MORI,OB,43.0,6.0,43,44,-1,26.0,-5.0,23,29,-6,20.0,3.0,20,19,1,17.0,11.0,Phone,Certain to vote,,,,,,,,,,,44.0,38.0,6.0,28.0,63.0,-35.0,40.0,27.0,13.0,Are you satisfied or dissatisfied with the way X is doing his job as Y?,,,,,,
,Dec,16-18,16/12/09,18,Angus RS,PB,40.0,0.0,37,44,-7,24.0,1.0,28,20,8,20.0,1.0,19,20,-1,16.0,-1.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,15-17,15/12/09,20,YouGov,People,40.0,0.0,,,,28.0,-3.0,,,,18.0,2.0,,,,12.0,3.0,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,18,18/12/10,,Opinium,,38.0,1.0,,,,28.0,-2.0,,,,15.0,3.0,,,,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,19-20,19/12/09,22,ComRes,Ind,38.0,-3.0,41,35,6,29.0,5.0,30,29,1,19.0,-2.0,15,23,-8,9.0,-8.0,Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,24,24/12/10,,Opinium,,39.0,1.0,,,,32.0,4.0,,,,13.0,-2.0,,,,7.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec,29-30,29/12/09,1,YouGov,DT,40.0,0.0,38,43,-5,30.0,2.0,32,29,3,17.0,-1.0,17,17,0,10.0,-2.0,Internet,,,,,,,,,,,,47.0,31.0,16.0,23.0,66.0,-43.0,,,,Do you think (name) is or is not proving a good leader of X / Are you satisfied or dissatisfied with Z as PM?,,,,,,
2010,Jan,5-6,5/1/10,7,YouGov,Sun,40.0,0.0,38,41,-3,31.0,1.0,31,31,0,17.0,0.0,18,17,1,9.0,-1.0,Internet,,,,5,5,0,0,5,0,15,,,,,,,,,,,,,,,,,
,Jan,6-7,6/1/10,8,YouGov,Sun,42.0,2.0,39,44,-5,30.0,-1.0,32,28,4,16.0,-1.0,18,16,2,12.0,3.0,Internet,,,,5,0,0,0,5,-5,5,Didn't make clear part of poll had already been reported,,,,,,,,,,,,,,,,
,Jan,6-7,6/1/10,10,ICM,STel,40.0,0.0,,,,30.0,-1.0,,,,18.0,0.0,,,,10.0,1.0,Phone,,,,5,5,0,0,0,-5,5,Headlined support for Lab up when down,,,,,,,,,,,,,,,,
,Jan,8,8/1/10,,Opinium,,38.0,-1.0,,,,32.0,0.0,,,,15.0,2.0,,,,6.0,-1.0,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Jan,8-10,8/1/10,11,Angus RS,PB,40.0,0.0,39,42,-3,24.0,0.0,25,23,2,20.0,0.0,20,21,-1,16.0,0.0,Internet,,,,n/a,,,,,,,,46.0,39.0,7.0,30.0,61.0,-31.0,39.0,28.0,11.0,Do you approve or disapprove of X's performance as Y?,,,,,,
,Jan,8-10,8/1/10,12,Populus,TT,41.0,3.0,,,,28.0,-2.0,,,,19.0,-1.0,,,,13.0,5.0,Phone,,,,5,5,5,10,0,0,25,,,,,,,,,,,,,,,,,
,Jan,13-14,13/1/10,17,ComRes,IoS,42.0,4.0,45,39,6,29.0,0.0,25,33,-8,19.0,0.0,17,20,-3,13.0,4.0,Phone,,,,5,5,5,0,0,0,15,,,,,,,,,,,,,,,,,
,Jan,14-15,14/1/10,17,YouGov,ST,40.0,-2.0,39,42,-3,31.0,1.0,32,30,2,18.0,2.0,19,17,2,9.0,-3.0,Internet,,,,5,0,0,0,0,0,5,,56.0,34.0,22.0,32.0,64.0,-32.0,47.0,26.0,21.0,Do you think (name) is doing well or badly as (position)?,,,,,,
,Jan,15,15/1/10,,Opinium,,36.0,-2.0,,,,32.0,0.0,,,,15.0,0.0,,,,4.0,-2.0,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Jan,20-21,20/1/10,24,ComRes,SMirror,38.0,-4.0,39,36,3,29.0,0.0,28,31,-3,19.0,0.0,18,21,-3,9.0,-4.0,Phone,,,,5,5,5,10,0,0,25,,,,,,,,,,,,,,,,,
,Jan,22-24,22/1/10,26,ICM,GU,40.0,0.0,,,,29.0,-1.0,,,,21.0,3.0,,,,11.0,1.0,Phone,,,,5,5,0,5,0,0,15,,,,,,,,,,,,,,,,,
,Jan,23,23/1/10,,Opinium,,37.0,1.0,,,,30.0,-2.0,,,,15.0,0.0,,,,7.0,3.0,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Jan,26-27,26/1/10,29,Angus RS,PB,40.0,0.0,40,40,0,24.0,0.0,25,22,3,19.0,-1.0,17,21,-4,16.0,0.0,Internet,,,,n/a,,,,,,,,46.0,40.0,6.0,29.0,63.0,-34.0,39.0,29.0,10.0,Do you approve or disapprove of X's performance as Y?,,,,,,
,Jan,26-28,26/1/10,31,YouGov,People,40.0,0.0,40,40,0,31.0,0.0,30,32,-2,18.0,0.0,18,19,-1,9.0,0.0,Internet,,,,"Couldn't get hard copy, not in online version",,,,,,,,,,,,,,,,,,,,,,,
,Jan,26-28,26/1/10,30,MORI,Mirror,40.0,-3.0,38,42,-4,32.0,6.0,31,34,-3,16.0,-4.0,16,16,0,8.0,-9.0,Phone,Certain to vote,,,5,0,0,0,5,0,10,,43.0,40.0,3.0,33.0,59.0,-26.0,42.0,26.0,16.0,Are you satisfied or dissatisfied with the way X is doing his job as Y?,,,,,,
,Jan,28-29,28/1/10,30,YouGov,DT,38.0,-2.0,35,42,-7,31.0,0.0,33,29,4,19.0,1.0,19,18,1,7.0,-2.0,Internet,,,,5,0,0,5,0,0,10,"5 pts bonus given in AH because changes reported wrong, but the other poll hadn't yet been published",47.0,33.0,14.0,25.0,64.0,-39.0,,,,Do you think (name) is or is not proving a good leader of X / Are you satisfied or dissatisfied with Z as PM?,,,,,,
,Jan,29,29/1/10,,Opinium,,39.0,2.0,,,,32.0,2.0,,,,15.0,0.0,,,,7.0,0.0,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Jan,29-30,29/1/10,31,BPIX,MoS,39.0,-2.0,,,,30.0,0.0,,,,18.0,1.0,,,,9.0,-2.0,Internet,,,,0,0,0,10,0,0,10,,,,,,,,,,,,,,,,,
,Jan,29-31,29/1/10,2,ComRes,Ind,38.0,0.0,43,32,11,31.0,2.0,27,36,-9,19.0,0.0,18,19,-1,7.0,-2.0,Phone,,,,5,5,5,10,0,-5,20,Headlined q not asked,,,,,,,,,,,,,,,,
,Feb,3-4,3/2/10,7,ICM,STel,39.0,-1.0,,,,30.0,1.0,,,,20.0,-1.0,,,,9.0,-2.0,Phone,,,,5,5,0,0,0,0,10,,,,,,,,,,,,,,,,,
,Feb,5-7,5/2/10,9,Populus,TT,40.0,-1.0,,,,30.0,2.0,,,,20.0,1.0,,,,10.0,-3.0,Phone,,,,5,5,5,10,5,0,30,,,,,,,,,,,,,,,,,
,Feb,6,6/2/10,,Opinium,,38.0,-1.0,,,,32.0,0.0,,,,15.0,0.0,,,,6.0,-1.0,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Feb,9-10,9/2/10,11,Angus RS,PB,38.0,-2.0,36,40,-4,25.0,1.0,26,24,2,20.0,1.0,20,20,0,13.0,-3.0,Internet,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Feb,10-11,10/2/10,14,ComRes,IoS,40.0,2.0,42,37,5,29.0,-2.0,26,32,-6,21.0,2.0,20,22,-2,11.0,2.0,Phone,,,,5,0,0,0,0,0,5,,,,,,,,,,,,,,,,,
,Feb,13,13/2/10,,Opinium,,39.0,1.0,,,,29.0,-3.0,,,,14.0,-1.0,,,,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feb,16-17,16/2/10,18,YouGov,Sun,39.0,1.0,38,40,-2,30.0,-1.0,31,30,1,18.0,-1.0,19,17,2,9.0,2.0,Internet,,,,5,5,0,0,0,-5,5,Penalty as extended narrative assumes changes that were within margin of error were significant,,,,,,,,,,,,,,,,
,Feb,16-19,16/2/10,24,Angus RS,PB,38.0,0.0,39,38,1,26.0,1.0,27,25,2,19.0,-1.0,18,21,-3,12.0,-1.0,Internet,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Feb,16-22,16/2/10,25,Harris,Metro,39.0,,37,40,-3,30.0,,30,29,1,22.0,,23,20,3,9.0,,Internet,,,,5,5,0,0,0,-5,5,Penalty as first line of story makes non-like-for-like comparison between polls,,,,,,,,,,,,,,,,
,Feb,17-18,17/2/10,19,YouGov,Sun,39.0,0.0,40,37,3,32.0,2.0,33,33,0,18.0,0.0,16,19,-3,7.0,-2.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Feb,17-18,17/2/10,21,ComRes,Theos,38.0,-2.0,,,,30.0,1.0,,,,20.0,-1.0,,,,8.0,-3.0,Phone,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Feb,18-19,18/2/10,21,YouGov,ST,39.0,0.0,36,42,-6,33.0,1.0,35,32,3,17.0,-1.0,17,17,0,6.0,-1.0,Internet,,,,5,0,0,0,0,-5,0,,50.0,38.0,12.0,37.0,58.0,-21.0,44.0,27.0,17.0,Do you think (name) is doing well or badly as (position)?,,,,,,
,Feb,18-24,18/2/10,,TNS-BMRB,,36.0,,,,,32.0,,,,,21.0,,,,,4.0,,F2F,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Feb,19,19/2/10,,Opinium,,40.0,1.0,,,,27.0,-2.0,,,,17.0,3.0,,,,13.0,3.0,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Feb,19-21,19/2/10,23,ICM,GU,37.0,-2.0,,,,30.0,0.0,,,,20.0,0.0,,,,7.0,-2.0,Phone,,,,5,5,0,5,5,0,20,Half points on change as text right but graphic misleading,,,,,,,,,,,,,,,,
,Feb,19-22,19/2/10,26,MORI,DT,37.0,-3.0,37,37,0,32.0,0.0,31,33,-2,19.0,3.0,18,21,-3,5.0,-3.0,Phone,Certain to vote,,,5,0,0,0,5,0,10,,,,,,,,,,,,,,,,,
,Feb,22-23,22/2/10,24,YouGov,Sun,38.0,-1.0,38,39,-1,32.0,-1.0,33,32,1,17.0,0.0,17,17,0,6.0,0.0,Internet,,,,5,0,0,0,0,0,5,,,,,,,,,,,,,,,,,
,Feb,23-24,23/2/10,25,YouGov,Sun,38.0,0.0,41,36,5,32.0,0.0,30,34,-4,19.0,2.0,18,21,-3,6.0,0.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Feb,24-25,24/2/10,26,YouGov,Sun,39.0,1.0,40,39,1,33.0,1.0,30,36,-6,16.0,-3.0,17,15,2,6.0,0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Feb,25-26,25/2/10,28,YouGov,ST,37.0,-2.0,36,38,-2,35.0,2.0,34,35,-1,17.0,1.0,17,17,0,2.0,-4.0,Internet,,,,5,0,0,10,5,0,20,,50.0,39.0,11.0,36.0,58.0,-22.0,44.0,27.0,17.0,Do you think (name) is doing well or badly as (position)?,,,,,,
,Feb,25-3,25/2/10,6,TNS-BMRB,,39.0,3.0,,,,31.0,-1.0,,,,19.0,-2.0,,,,8.0,4.0,F2F,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Feb,26,26/2/10,,Opinium,,39.0,-1.0,,,,29.0,2.0,,,,15.0,-2.0,,,,10.0,-3.0,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Feb,26-28,26/2/10,2,ComRes,Ind,37.0,-1.0,36,39,-3,32.0,1.0,32,32,0,19.0,-1.0,18,19,-1,5.0,-3.0,Phone,,,,5,5,5,0,0,0,15,,,,,,,,,,,,,,,,,
,Feb,28-1,28/2/10,2,YouGov,Sun,39.0,2.0,38,41,-3,32.0,-3.0,33,32,1,17.0,0.0,17,17,0,7.0,5.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Mar,1-2,1/3/10,3,YouGov,Sun,38.0,-1.0,38,39,-1,33.0,1.0,31,36,-5,16.0,-1.0,17,14,3,5.0,-2.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Mar,2-3,2/3/10,4,YouGov,Sun,38.0,0.0,35,41,-6,32.0,-1.0,33,30,3,19.0,3.0,17,20,-3,6.0,1.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Mar,3-4,3/3/10,5,YouGov,Sun,38.0,0.0,38,39,-1,32.0,0.0,33,32,1,17.0,-2.0,14,20,-6,6.0,0.0,Internet,,,,5,5,0,10,0,0,20,,,,,,,,,,,,,,,,,
,Mar,3-4,3/3/10,7,ICM,NOTW,40.0,3.0,,,,31.0,1.0,,,,18.0,-2.0,,,,9.0,2.0,Phone,,,,5,5,5,5,0,0,20,,,,,,,,,,,,,,,,,
,Mar,3-8,3/3/10,10,Harris,Metro,37.0,-2.0,40,33,7,29.0,-1.0,27,31,-4,18.0,-4.0,17,20,-3,8.0,-1.0,Internet,,,,5,0,0,0,5,0,10,,,,,,,,,,,,,,,,,
,Mar,4-5,4/3/10,7,YouGov,ST,38.0,0.0,36,41,-5,33.0,1.0,36,31,5,17.0,0.0,17,17,0,5.0,-1.0,Internet,,,,5,0,0,0,0,0,5,,48.0,44.0,4.0,36.0,60.0,-24.0,43.0,31.0,12.0,Do you think (name) is doing well or badly as (position)?,,,,,,
,Mar,4-5,4/3/10,7,BPIX,MoS,36.0,-3.0,,,,34.0,4.0,,,,18.0,0.0,,,,2.0,-7.0,Internet,,,,0,0,0,0,5,0,5,,,,,,,,,,,,,,,,,
,Mar,4-10,4/3/10,,RNB,,39.0,,,,,31.0,,,,,20.0,,,,,8.0,,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,
,Mar,5-8,5/3/10,9,Opinium,Express,37.0,-2.0,,,,30.0,1.0,,,,16.0,1.0,,,,7.0,-3.0,,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Mar,7-8,7/3/10,9,YouGov,Sun,39.0,1.0,38,41,-3,34.0,1.0,36,32,4,16.0,-1.0,14,17,-3,5.0,0.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
,Mar,8-9,8/3/10,10,YouGov,Sun,36.0,-3.0,35,37,-2,32.0,-2.0,35,29,6,20.0,4.0,18,22,-4,4.0,-1.0,Internet,,,,5,0,0,10,5,0,20,,,,,,,,,,,,,,,,,
,Mar,9-10,9/3/10,11,YouGov,Sun,37.0,1.0,36,38,-2,32.0,0.0,33,30,3,17.0,-3.0,17,18,-1,5.0,1.0,Internet,,,,5,0,0,10,0,0,15,,,,,,,,,,,,,,,,,
